transaction_amount,account_age_months,login_frequency,failed_passwords,device_risk_score,location_distance_km,is_fraud
346.2579223591274,103.57292839167643,18.919495407446,8.0,0.08403320579588336,92.62782890658484,0
52.35096070695422,46.50077789785624,10.444990697504148,11.0,0.0,74.89842126073327,0
51.32929879937474,34.18075284766856,24.570117056816137,6.0,0.0,85.04419883565832,0
338.24579457164947,75.0668335909452,17.066745765973966,7.0,0.0,134.16873473630858,0
3.0417219721196176,23.119858055349,21.139479923095323,7.0,0.0,106.6355430541695,0
289.4274098159747,72.77328965405636,16.847064448584845,5.0,0.0,116.75846876465747,0
43.44653359372772,54.22700926220932,14.238537002389007,8.0,0.09093957262816316,35.591398129868836,0
233.35568292338542,20.875156836430392,5.798471804543841,11.0,0.0,111.74730983384609,1
263.39984177014793,80.35339120117797,12.661943413948944,6.0,0.34060309797782096,54.308713961084166,0
50.58582206202166,12.691283233433808,11.583914932074574,1.0,1.0,56.432141012254675,1
280.15282956889234,83.90567357105319,24.425144633496494,1.0,0.0,183.6996445140408,0
71.11751331430754,79.60840804749756,17.246903741518835,0.0,1.0,60.88433329134216,1
50.19395642170797,19.068362431949204,21.369843385767084,10.0,0.0,66.77783422934291,0
178.78907364075803,35.08411619354732,12.074161604665598,6.0,0.0,116.46590347511548,0
378.11094825403615,118.13425206522598,24.733641024296112,3.0,0.0,180.12310639554482,0
18.708568505319462,12.586835062211279,21.115114149282153,5.0,0.0,148.8640398539727,0
339.8296832783743,99.69135765841386,18.6661219915676,4.0,0.0,122.34651815206333,0
355.13249420529013,89.33455104872924,26.519053377253414,6.0,0.0,186.34779766608256,0
51.181567486331055,20.81999961244584,20.12814762376463,9.0,0.0,67.35439614169195,0
292.9881673041342,79.90927267261296,17.98472522383458,5.0,0.0,126.43382043790801,0
200.24676210214758,40.475439950944924,1.4114221415844614,9.0,0.49309145954978906,23.727751489236,0
152.04875781359993,21.611696160714786,10.190215085180773,5.0,0.0,58.67492027836765,0
33.07467583252083,29.12822897594851,17.060133501137223,9.0,0.0,39.105993585543466,0
138.74781518311846,47.44968816676523,8.458561247533883,7.0,0.0,87.93462692240632,1
55.894617046559105,9.308973827233768,12.139929292903325,3.0,0.0,103.96891056938188,0
48.222232397152354,20.821827052985725,15.491752424528446,2.0,0.0,82.90512522798895,0
84.4189310327054,67.76933345034286,17.023036357159107,3.0,0.8094910369964664,127.44818518214123,1
184.49320377818964,31.036420713622164,8.73489806510849,6.0,0.029348490278258588,64.2930641116009,0
57.753354083370255,45.82513836301287,20.42583126974729,6.0,0.002699811979592903,14.531417639730613,0
19.578840857448164,31.08318227531548,21.25348002883952,9.0,0.0,75.24941745126613,0
244.18155064861637,98.22723579564644,12.802767360118267,2.0,0.36391326297150395,31.646046657076834,0
239.19823066676292,50.66246201671849,13.281527852040236,6.0,0.0,88.30451710963632,0
66.7284990643671,61.84622472034043,20.258366487930054,9.0,0.0,20.946211736660363,0
10.163977830751264,25.282811772451694,17.417031445396596,7.0,0.0,110.77668728822283,0
142.54018923467729,36.65267024097956,17.99908453226884,5.0,0.0,145.58459966309314,0
352.76693435235,143.19130752259173,25.413982023189625,3.0,0.0,187.05559780183918,0
77.43623169812128,39.90763588885089,18.261386828495368,5.0,0.12790408487276894,32.97689234805432,0
337.69784446341794,101.15919301586425,19.077962382302285,5.0,0.0,113.98133073797739,0
35.891351013246364,33.10313768036649,23.521313979656497,6.0,0.0,67.69782558574215,0
11.040213128345215,14.677129592459302,15.187213035571402,3.0,0.0,63.949495761947816,0
351.5917163537143,74.26712065380599,20.235461798326128,11.0,0.0,105.98342850357758,0
147.45133865458558,27.569479403327264,10.532711373579993,4.0,0.0,12.266313722290914,0
38.36704636167138,10.908641685805907,17.449949944351353,3.0,0.0,176.81371765814959,0
231.55434249173157,54.11531382677726,8.45641462401373,8.0,0.23521170222430327,25.90480022798138,0
370.45217289414694,105.7546031425394,23.439827537330313,5.0,0.0,166.5732229703458,0
227.56654998475628,58.630979670514805,15.676335902244633,4.0,0.0,130.6225889794195,0
130.65180899028678,8.872601980340832,8.936824219463306,9.0,0.0,36.4937977755328,0
41.0285562324203,30.83362694486965,27.025561588431167,7.0,0.0,166.03024135354246,0
367.3826335001786,115.49900429797225,24.360488215822713,5.0,0.0,152.4060965360448,0
334.9675889195238,85.01740063742957,18.602134685792628,8.0,0.0,106.80023215121162,0
258.4807906921061,63.82975307980474,16.041933219308884,7.0,0.0,94.12341637614203,0
48.467000375580426,58.23532296415789,15.18096998641054,7.0,0.0,8.534622706508195,0
45.07726186025066,3.3054142078220465,13.827415521411805,3.0,0.0,116.15086240930047,0
17.3935307715374,30.01512216388651,23.401362013022435,1.0,0.0,208.75465132654432,0
228.10457063873034,49.352416241448246,20.35512720872068,5.0,0.0,120.38601941241465,0
134.5824327992981,15.432504346530472,6.464380580458238,2.0,0.0,116.8237089822581,1
188.69403144858427,21.2468995224096,12.190416888241487,9.0,0.0,51.05592648344243,0
64.70377895705363,3.9804851079047587,18.714282143165377,6.0,0.0,111.79072518771267,0
