transaction_amount,credit_score,account_age_months,num_recent_transactions
91.14469112938166,701.7166694284417,73.57437946327899,9
37.17130567537544,681.8750498558966,87.4066221359608,9
275.6557008059861,747.3755954287784,38.42271966811475,9
314.67933414739895,733.734748890431,99.63875632512946,15
61.82250243041671,669.0817489977935,72.80669183820171,11
265.20350664384875,660.2553176499155,47.30563814418859,9
58.131042603734066,596.3822409152001,67.35944480783587,15
160.18860387559857,707.7015920841794,69.63454084487499,10
77.5383994662121,695.86511274908,20.698699830570057,14
15.692771205957262,756.8095687321271,48.92515201416897,15
315.6210846701473,717.9527546740184,41.86823997431968,8
72.63758758028266,766.7114597086345,48.707423986916005,8
159.13099525757178,665.1317886041915,91.57216002974569,15
54.9071379483982,756.907516548381,58.42207048853405,11
2.287367786651543,673.5541810447672,112.89762223547245,14
12.713997214953883,738.8798030896136,35.947493189653905,13
82.27374971232504,627.0620803734653,50.46872581590655,8
140.5281613320673,711.7567649683094,94.64786044700593,5
48.90843748384554,600.7656029277045,65.97692660516928,8
142.6855549987188,686.6431257029122,66.09634942450928,14
143.93220961917325,722.0176996938957,7.347479397616839,9
146.06151825591516,673.9515724384452,48.43335986349624,6
81.39619573233242,647.4781185622016,33.21731415818616,19
295.6518610039709,742.3059234647967,119.92087961690272,9
80.61244056612135,694.8268605076538,37.69425340524492,13
71.7983144437007,675.5214676484665,106.25508764046975,13
26.684384933117194,702.0947960577138,81.47181446981682,12
44.12052226355592,831.8334570972794,41.56905269385876,10
5.190806291765043,757.6751424890772,65.68059102652072,13
120.46236736579525,758.128683409392,101.02376971395405,14
34.287796123542755,721.7773159496182,106.12082746567852,17
43.51544523843306,708.3242636288574,20.08687112573128,15
176.7868385034642,580.1958855834791,41.409203803772186,11
47.560638707821695,666.0509826768434,40.89155844541503,14
33.27964313691302,675.9712793398762,6.003330733037418,13
22.223397610061095,606.2553967976233,72.19029342237569,7
178.92309012996515,642.1292104892283,102.72358630607037,13
16.6709387789982,600.9581764538683,46.407352151236616,11
72.56224996194454,698.0838082151314,89.06427745311707,9
84.852523512774,740.9382985424409,75.69634921848805,9
139.53583109229461,755.3387259312165,45.7021995236671,19
120.37993929977863,720.7392231039621,17.786116139583353,17
199.74377208573185,651.8301829400716,85.40953848034012,11
5.494043250808707,603.3967420740021,102.69325510400762,6
42.19237780542994,612.1565650299249,82.61668459577753,14
39.442843248059475,636.5508711372751,3.1275396001433498,12
18.941265739777023,655.5570150982163,26.73171443252796,9
40.96003071245002,692.0125751004207,9.268118201140297,12
44.486833774735075,649.2917890936516,68.87594584957098,16
88.5483437099276,716.9487946834131,91.02084378200908,9
130.77179742851726,688.3863248600263,14.158923261170473,9
57.57748801388189,700.5272855870513,100.76220065061284,6
152.52905189105508,757.0125276335602,67.1055684290625,8
49.16665972766729,640.9884132899815,83.10631244486527,19
41.14679211601185,720.9352289146184,116.5968199844289,10
93.49378327491021,699.3013385761964,10.958037601475981,13
2.880254441814382,683.3256859515152,108.24565873435692,12
9.978290611576131,744.262816043298,16.00622082250171,14
64.94790024150672,743.9507077278504,47.76209798976519,14
343.58085641050076,652.6754602005786,102.32120486340261,11
153.40554215667393,690.8919708071038,108.84425417180631,11
11.07048970632834,714.0605841292032,61.25822915187229,10
224.74437956589088,686.3496625988707,71.69845195477559,8
158.14694485031717,729.2510666143899,85.26953281722831,11
113.28461745015194,714.0596008955138,100.098281545873,10
205.97127755336578,791.6280620178006,15.459829174982273,10
62.123872463664036,623.4860432035106,97.39824767927809,15
30.04651650640546,693.8782005126301,58.27186191088239,12
86.09853633349839,654.5748744243905,54.62418758787211,9
95.51245518071366,730.2053727719522,51.44407048764279,14
92.7476484556319,619.1414054977228,61.59617864427907,11
99.90946774435744,717.3156355112443,113.46101585395782,10
356.419248421227,668.4975784325829,66.23624896226605,6
279.0356765531949,663.2919066939493,114.42812705331357,13
250.22332198399323,627.6750898229657,22.45452554326123,10
193.98566136317697,676.7462026899497,87.17218148108334,10
344.66916142920695,754.2250265145462,97.65650509444092,15
12.442715108781933,698.740565823526,81.81633092884857,14
36.966299577627154,731.3840208937237,73.22375134695831,11
81.99691671817742,783.2320910983137,68.2127209492557,13
224.91353377293908,713.1877792411287,103.45072742686482,14
84.42388118576153,672.0600213968829,98.7759450625755,13
165.4156866604364,723.3626107591394,15.552357820491343,12
17.95370495801955,672.7851926842854,101.9819311866745,14
34.908681599767924,674.7788658351416,50.27416571341266,8
157.91198172019492,624.0053600190507,31.189922769501482,19
21.600606315360018,746.3128745542197,104.50245959365718,12
51.944537789710566,680.6998712175281,52.41095115641525,8
36.92434009967996,709.1049122907931,97.19539813104119,11
51.66841927286926,648.201903569668,32.345029822745495,8
147.85342200798937,721.7973814857736,1.4675892492439184,14
55.0348934490516,661.9029380932458,59.95964395545038,7
97.23274897901706,692.9145639149087,12.927162540503227,6
12.634179163267964,743.8913015619563,90.77073870746425,14
196.1815750885884,739.5379656116264,33.852941192259834,13
55.42304286427364,698.898496374153,53.79383194581397,13
125.47713038435623,611.593448364664,11.356994245894954,9
155.08823029761967,849.6405285030321,35.112450565223064,13
28.235185570749447,787.2929485136568,93.99733894777006,9
259.2001102879861,736.133741244415,19.038961516376016,9
114.92362626503039,662.3398109204514,78.01198777410792,18
67.18617866243812,694.3203919149017,110.17367648373563,14
24.156334347537864,672.8289785111741,81.90057441116872,12
342.3017232464566,763.1927969548194,97.511581025775,17
168.81305896850427,713.1251445425917,13.96762388716598,8
27.98698814408679,660.7918070820084,30.83708729424448,8
49.44635067234084,676.462245043761,107.45012341663033,11
199.08218923988412,756.0594071284952,86.09756802055261,9
142.76013851349552,780.004892341024,77.10690533890003,8
174.1815314692698,776.4165781743122,79.9882415984823,11
69.83587488784364,737.8516032526989,50.28986596225257,15
151.25513155946433,687.3687565598682,6.302239162500733,10
58.627773984342234,537.924308733544,94.34854350641676,14
28.478669007314398,714.8580011904111,81.76687510962711,8
120.18165646280136,699.9085620577949,57.26373122941424,12
447.633822038131,706.9991048160676,108.07139422882264,15
44.6322040733927,702.6948673516603,41.00300013322676,7
74.15799533691882,633.6868919025421,36.02428756351707,12
134.5034524032025,727.8704278425593,104.8627626844537,11
93.57704266154356,731.6108157015925,95.84153091631927,10
222.50856073545071,734.116939102983,62.282597467153025,16
172.12849487841154,747.3288501786693,16.557433995484146,14
7.207866867110923,730.2025822460812,26.593505104341244,13
774.1334041762525,679.4985294230545,79.09113085864799,14
167.51407778817645,696.4581576041954,46.81990730300899,9
239.32676834646102,704.5562433626689,100.54030980825057,12
126.39000331309836,705.384972455331,114.04464611053228,10
232.79087978263277,749.9108827985865,96.87079410771527,10
14.305788850796883,732.1834376511246,45.927905336471305,11
51.27704462071852,803.8671719784977,94.85368507853947,8
250.9049033945449,810.3234489942336,42.82155914301133,8
27.025765051729387,703.9824791306962,20.884910444110435,18
9.776720365254365,508.16722257703157,4.97379137903703,15
186.2076239073585,761.8416233063633,46.900288818561386,11
216.5712662513832,672.9811830506472,108.52355713997655,10
21.301894183748754,659.9258039084497,29.4394039429255,11
231.182545758072,680.0777362505316,25.575066626644297,10
139.2972595665196,677.6678476592697,116.4086734436838,18
88.09697359431678,730.6134905052696,3.9754894292204623,8
212.81155778666863,622.0282110436888,94.50807589685677,16
65.21203376715387,646.11396271042,39.24302473316357,11
25.879684562578174,717.1579277098708,5.4610668674894605,11
40.2320052977271,731.1472015206654,110.21850228494046,6
84.42347056914255,732.0770822468006,17.617437294940448,9
90.94296891067046,660.648186053335,66.66173476335776,17
196.52865148822045,651.086717536688,33.61245068411618,10
188.0532150863247,674.6682583106041,8.757943459978232,15
104.4911496181609,711.9936376142363,6.9407757939421115,12
182.12454006943534,774.2738684636274,14.751247161524315,12
25.54954636312751,597.6281407114625,9.492674652836225,12
6.163346394064639,688.9635621520816,91.50641574687083,10
248.22857006540258,633.3660779487398,58.78237807172807,13
9.427340871580155,617.3878661323255,41.80415887052858,11
33.993163781029914,748.3478322672408,50.78590030570885,20
142.61877432143953,727.231228724967,111.54466153314218,13
63.203697676676526,722.4716757973631,109.37946571583952,12
250.8010727756598,746.0512919865497,86.16550113458665,12
42.455171140578656,676.0140551616932,106.27720291318084,7
1.4330848547910402,678.3681241833236,39.03811528292735,10
42.913441466712115,809.2865308361287,46.35200979498566,14
103.5513386918457,687.6714472870212,74.03174964065313,11
56.5807389746856,736.7566056527046,75.21148772837444,12
91.85331207585408,700.3190770481657,58.32228072346857,17
251.07707078138998,607.5870734960793,48.67828396411644,17
292.313482969073,597.7685498099365,118.35545708143472,16
37.10531000797906,671.0507890030048,98.7137115080092,13
74.41894267749159,752.8050625834994,52.76264354867738,16
95.59287776816765,739.4145828318002,87.54780479150865,11
357.3764541547311,745.7038582112017,33.07784149704268,5
790.0477235740086,650.6476910531842,12.920149822242255,17
32.20943259981161,780.7936245061156,42.93929204077614,11
155.78517062174268,651.7553349906808,48.95376321468391,11
56.983815212595516,710.6412199334984,2.9679178227198255,13
0.9769496505018673,699.4823855046131,97.96024819467164,11
1.115471148133091,691.3063089842707,43.7440148843126,12
74.06818215386946,766.9296069147804,70.0697617278375,14
80.41019939263242,664.744473991702,9.80161928524376,13
2.7393948608446426,632.5197372144036,21.82462262131949,8
139.35842640429263,700.999774310321,106.87355331397964,10
41.77738094519748,680.0086632856737,73.43381581805329,9
98.48851566275975,868.8691459541324,114.08380197028778,12
42.95865219515814,733.8253738219987,119.85125409256672,17
21.945947058761124,679.5329712390687,45.25135372463823,11
62.74246864467819,647.1944215406456,36.55756462590968,13
31.71858635221254,605.9855794715608,103.14437056393251,11
91.83479500056532,648.7390457131283,119.83475981745705,16
26.601634232212703,705.7470885879566,75.92730687366242,5
85.21224706800207,771.3664325797384,95.62174597887116,11
20.548491737942427,756.0844571193959,94.02775719901766,13
133.39447923687638,711.454741582319,43.28542527812609,16
168.260455181989,683.8416167148757,69.33817525059338,5
14.037224906763011,713.4406178206077,100.13377601044142,8
75.6888543179708,674.0681001257713,82.8855512750656,8
8.82101339028427,785.9181997881938,3.518493863862553,19
109.41085656163301,690.540490936246,41.06797459880649,12
36.848955482732656,695.6831070876636,18.192607894758037,18
89.99771609534919,589.2088787489666,28.72369323728665,6
87.44322622821332,690.2282576738618,108.75324782146775,11
309.80343500846766,741.8242068982471,5.39030138038141,11
95.57669825810854,646.6138711480727,27.156284723468925,23
104.95984937166557,662.4639832753594,37.83875291634954,19
61.63015631393803,739.6355508866832,74.40920456400099,8
357.2990054843968,626.1671388240974,64.558101120218,13
180.17010358068535,752.8900503770959,26.974068459552946,15
40.32476839041793,673.3928054913449,20.54468699955538,20
223.10924083218438,680.5715889754399,29.17896611693814,16
67.95983052912295,643.8060797437203,60.801025577497015,13
211.697650256275,718.9023130213942,33.27015649963321,20
207.71680365063477,822.993599251469,113.76469769131894,12
25.11926064384397,739.0748619730316,56.19996135003286,8
144.93405940082027,656.7857369029732,7.996725968811811,10
41.20755717770668,756.7810292745738,87.78270229455937,11
42.37193323854409,684.1660227032876,40.13258929686977,12
42.17657669769693,768.7242490713779,78.76518291493146,13
155.16632087226867,740.3338201082181,34.271730092264605,11
31.33666438805737,552.8429217264134,68.91850526626507,11
0.10874949153149498,649.7960183522487,92.88614807208829,8
150.73170109088088,747.2192611417695,111.43304027117192,18
22.5309600133795,707.5828636072508,32.07413018753617,9
13.242407833225545,648.8122026146075,40.84797716887876,16
32.54086949841148,668.3205242253093,56.24770401402682,15
57.345043913613075,604.688168995531,111.33380569058268,10
77.53018155281029,695.5813356236802,108.2650359604682,13
5.471258480467332,810.5344863007882,11.695515331975926,18
423.1024754724947,740.2466695366163,16.69964926470349,11
151.08037014645205,809.5208500594212,59.96559210234595,8
46.84448423997011,744.1198544894991,13.687693463845395,9
46.04982186035952,751.3739671676345,42.124123928494996,12
71.422871440598,798.7039343872511,18.65786000787984,9
118.09851626809663,718.8631629671113,76.68880226069442,14
18.991323211385442,690.638633924656,113.98995637696025,8
25.128082293772838,751.6328758311006,119.61131866503139,8
235.44987551513023,772.6920118560943,45.65369476713286,8
35.526833099912125,676.0017678643895,72.28250381663887,10
57.402043593087924,663.9215458829985,102.89585076936568,9
246.00629639509387,706.942801621544,14.977986662769695,14
130.57333293335756,741.5749433465832,83.05816491518384,11
50.17350841853715,739.904552433078,49.65239574528312,22
138.12752549456977,628.79161999062,25.531393073339526,9
2.385541192873976,795.5803033531661,48.927680630945595,6
159.65442366121397,667.9417535301575,10.039274148825106,13
80.10128428356822,686.746750155571,83.75345068212738,10
201.31454237660537,654.8672820006091,31.076377581065916,20
371.16874288517937,834.9164417968543,38.057271760340484,14
312.1004185481541,712.1035335143984,15.408674490734066,7
287.97751052173874,657.4512459659218,103.89443455289711,8
86.13458449746253,743.1961774981223,59.71986923464589,14
53.58110167536046,738.4567889655017,69.08547845658163,14
75.06654741600143,690.6136488210058,68.7624892882877,13
140.5017077494541,742.0303356391692,49.848680630419665,19
258.4975107787025,658.7354019584568,23.911059937138596,17
27.829774213590163,675.3540862525374,89.6707970713096,20
300.4073281780024,599.4891672716968,16.119695577563245,11
202.60489867626157,633.8024457890218,13.360981043178448,7
462.7679783437295,790.3815402835343,85.50725947398391,19
254.68366211982715,782.0714313861157,25.851605433786077,14
39.410043439848636,703.2894324324482,37.505957410987044,9
13.440022662558746,783.1465723594919,57.55206857320709,9
14.28660603775808,691.9962756695847,54.472806690816,8
41.30577346845862,687.8294848716046,85.32091588273491,18
114.28727900379707,702.8255324232778,75.18838341975996,12
195.75315282318414,693.7539202338218,77.68314331154201,12
275.413935014809,689.240183821991,85.97246534799942,10
117.3012549552948,757.1699053574777,35.82091456339238,11
0.6776674042041598,707.5067826978102,39.357664104256365,13
24.742097887717534,735.6240882216903,53.12173199957094,12
12.606761277842269,751.5690262638666,37.587998590989606,11
54.17941607850237,719.4092897827367,118.20760640753275,9
83.5023389740663,651.4864337045881,97.87217924415013,15
5.3240397976486316,632.3567055517981,20.59390790246752,10
51.41328931316873,707.4390317403653,1.6657045499424719,6
23.694125038661785,691.4371847587532,6.091208921424875,7
124.97832156936782,704.369571446006,30.043550674108108,12
74.89552785464306,699.1972980375707,14.60066301458593,16
82.05912617306421,829.1786830083283,64.46723567221608,6
66.96931207330792,633.4886872179331,103.10143150455568,13
374.88164532410843,600.5026865089437,88.67327628867406,10
29.008103746298808,716.6188416759804,26.65747850678066,13
87.24525031375937,681.1788722705902,48.516611467068515,13
159.82463607151988,715.8033934864976,61.43941093422204,8
97.66012304539149,729.1941511142,97.41449609089693,14
