transaction_amount,account_age_months,login_frequency,failed_passwords,device_risk_score,location_distance_km,is_fraud
74.8014010480186,24.34662826220321,14.660502404683845,2.0,0.0,64.66553176991097,0
8.255615337490127,17.455352445386005,25.367006518810285,7.0,0.0,102.40978632396555,0
350.1593225302138,112.48494247990672,20.43394617493153,3.0,0.0,160.32454890311274,0
62.96862943125578,16.192510252316268,15.757684752391338,2.0,0.16318142616521303,114.0059353954642,0
20.96563106983342,31.26194705311086,16.676301629210514,7.0,0.0,80.99240991835788,0
65.36335362175092,1.8635624518323581,9.511857537659541,4.0,0.0,33.21526205222199,0
298.7790028357124,56.53958413578894,18.673403638350724,8.0,0.0,110.83691512272631,0
277.50620895171426,58.40157816336663,18.950617697445033,7.0,0.0,144.91673428074992,0
55.092928005595844,22.651596060788094,15.774761008833481,1.0,0.0,139.80062786606635,0
251.93068734290065,75.64694766269302,11.366403926417558,6.0,0.35551323083348874,38.986469939328515,0
280.66058436546905,87.86343824960095,17.963758797627662,5.0,0.020090183536808803,86.93686905479603,0
33.20878450771489,15.006968697455456,9.525351419521725,5.0,0.0,30.362704240948403,0
332.79147497301705,116.51779534819566,14.34982493687767,1.0,0.0,121.57634696881006,0
221.97041876524503,36.97349253736149,11.081912136125947,7.0,0.0,78.74786127918155,0
56.52566010248354,42.58746817019924,1.5756922404148277,2.0,1.0,111.71529429936784,1
325.3164940282518,89.38298595380815,16.20655912080615,6.0,0.0,118.0523489023001,0
149.5925122964843,1.5544312252446026,8.997872597768714,9.0,0.16722159313059187,166.53333353370303,1
99.28014449853279,14.458847327313926,1.439977032276973,5.0,0.07727926924420575,107.94986349853224,1
95.49180269609366,38.815992322996294,6.337028118597324,6.0,0.0,68.03623932904752,1
181.4574586209514,1.008904359139681,2.2303152387788394,7.0,0.0,102.974479337922,1
346.52517156093984,103.37450196772812,22.56242098279433,4.0,0.0,180.25236264519833,0
173.240019753152,55.230087150903984,12.077282143160026,5.0,0.3933455997701515,9.337878048626731,0
81.20411602422354,1.240087175318017,13.011511758176404,5.0,0.0,49.16153117404278,0
59.903908506515705,56.6151807514713,16.869771900685702,7.0,0.04119126198488188,34.192355491534755,0
344.7724456589355,104.38120876982498,20.576495748871455,4.0,0.0,141.90280412569663,0
229.76576625715623,85.21678474200172,18.425437660229626,1.0,0.029465995526238575,90.80949782378079,0
266.7692416557363,74.34322254139502,8.585494945644887,6.0,0.21271629321150493,53.706403202693124,0
160.94729227967886,53.74603379637024,20.564176053899754,3.0,0.0,169.7990020445044,0
346.1402592028032,60.05322066172085,25.4217332650532,10.0,0.0,196.3440602212288,0
12.07523561512211,16.22892289211576,23.5226719161167,6.0,0.0,98.7406660660544,0
318.7721256772174,101.39573770329824,17.088915445283728,4.0,0.0,91.24415435981597,0
80.20301021506697,32.56355808400458,14.438328125503304,1.0,0.0,145.61676915243368,0
69.32524266079739,8.802029542921431,18.0247633495673,8.0,0.0,93.89163815123696,0
253.82146671106955,89.63081277843186,13.763799252449449,2.0,0.028644790424528277,44.813004229005394,0
264.9913469963168,70.71892481435182,14.173338171251565,4.0,0.0,116.27118630171165,0
47.90786430293383,10.418692501886206,21.906671012797688,6.0,0.0,168.80774818215224,0
181.5888679336556,1.060088124270031,9.129462605739828,3.0,0.0,123.0364331162916,1
307.4201603121179,91.86217892883457,14.17078399478985,9.0,0.4427556715055486,40.98155062495397,0
109.41169075617384,58.55265119437321,13.500199505026941,4.0,0.3360910712843751,59.69851428915662,0
63.44903703842451,27.572795246542597,0.12394937674264916,2.0,0.0,78.2461113803238,1
288.8171654926459,83.06407369071216,16.938364043593626,5.0,0.0,85.43304111325446,0
415.6099470864226,135.74539639481617,28.87408792541322,3.0,0.0,216.69395020142156,0
232.20627419006794,49.269463329976865,14.365189888402508,5.0,0.0,95.31732637251545,0
31.43563909581475,6.876322414022027,17.07070782201911,2.0,0.003373504637693925,129.5105806328266,0
384.2894528612804,102.65591555867869,17.035147649957167,8.0,0.0,109.3291077898308,0
356.493399389541,108.54377195759939,20.744208404066644,5.0,0.0,138.63105706604875,0
314.79210507435664,86.16384977121834,16.06360497205032,5.0,0.0,107.4788887986923,0
7.712811250051473,2.934345299094794,17.800442047118015,3.0,0.0,119.33138021890622,0
299.8783715506845,66.02935637674935,17.956167425799165,8.0,0.0,96.5088282539048,0
77.68516397380635,28.297229689745265,2.9657757235337527,5.0,0.0,92.93619131298138,1
46.10875968586758,11.220715567930561,13.993098134882395,3.0,0.0,96.1079009013227,0
22.466195276115208,4.0748472689568445,17.87971695760661,5.0,0.0,151.73387445691205,0
28.933489885422382,2.759332276433419,24.812045165561226,5.0,0.0,209.30587970351993,0
161.05356548934728,31.120500756144907,8.101381744246671,6.0,0.15603120575917817,29.03797679136033,0
